TEOR,VAR,X,Y,Z
NaN,NaN,7803.359892267784,243234.6241622544,607.6325865612773
NaN,NaN,7823.346202287669,243234.6241622544,607.6325865612773
NaN,NaN,7843.332512307555,243234.6241622544,607.6325865612773
NaN,NaN,7863.318822327438,243234.6241622544,607.6325865612773
NaN,NaN,7883.305132347321,243234.6241622544,607.6325865612773
NaN,NaN,7903.291442367206,243234.6241622544,607.6325865612773
NaN,NaN,7923.277752387092,243234.6241622544,607.6325865612773
NaN,NaN,7943.264062406976,243234.6241622544,607.6325865612773
NaN,NaN,7963.250372426862,243234.6241622544,607.6325865612773
NaN,NaN,7983.236682446746,243234.6241622544,607.6325865612773
NaN,NaN,8003.222992466632,243234.6241622544,607.6325865612773
NaN,NaN,8023.209302486516,243234.6241622544,607.6325865612773
NaN,NaN,8043.195612506402,243234.6241622544,607.6325865612773
NaN,NaN,8063.181922526287,243234.6241622544,607.6325865612773
NaN,NaN,8083.168232546172,243234.6241622544,607.6325865612773
NaN,NaN,8103.154542566057,243234.6241622544,607.6325865612773
NaN,NaN,8123.140852585941,243234.6241622544,607.6325865612773
NaN,NaN,8143.127162605824,243234.6241622544,607.6325865612773
NaN,NaN,8163.11347262571,243234.6241622544,607.6325865612773
NaN,NaN,8183.099782645594,243234.6241622544,607.6325865612773
NaN,NaN,8203.086092665479,243234.6241622544,607.6325865612773
NaN,NaN,8223.072402685364,243234.6241622544,607.6325865612773
1.0425247909828312,0.20859787144344055,8243.05871270525,243234.6241622544,607.6325865612773
0.957333555055522,0.1842059332247433,8263.045022725135,243234.6241622544,607.6325865612773
0.8626726224055883,0.18426211153756028,8283.031332745019,243234.6241622544,607.6325865612773
0.8466707191322851,0.17360298342318045,8303.017642764902,243234.6241622544,607.6325865612773
0.8602495251481013,0.17034930106985824,8323.003952784786,243234.6241622544,607.6325865612773
0.7356069450221943,0.15869931371589704,8342.990262804671,243234.6241622544,607.6325865612773
0.7545647746634507,0.13838912394829805,8362.976572824557,243234.6241622544,607.6325865612773
0.7911976863797823,0.12478401557998796,8382.962882844442,243234.6241622544,607.6325865612773
0.7974519290912525,0.12501341924750142,8402.949192864327,243234.6241622544,607.6325865612773
0.7903829815505042,0.12105417619276307,8422.935502884211,243234.6241622544,607.6325865612773
0.7428544521029175,0.11334972942297743,8442.921812904096,243234.6241622544,607.6325865612773
0.7102516000162163,0.10556753039012924,8462.908122923982,243234.6241622544,607.6325865612773
0.6975686514161922,0.08596939561993625,8482.894432943867,243234.6241622544,607.6325865612773
0.7280082925763705,0.06443242684760443,8502.88074296375,243234.6241622544,607.6325865612773
0.6981532413057874,0.10214835692126449,8522.867052983636,243234.6241622544,607.6325865612773
0.6454963073431141,0.14227980951466224,8542.853363003522,243234.6241622544,607.6325865612773
0.6059086851602762,0.16861759549130764,8562.839673023407,243234.6241622544,607.6325865612773
NaN,NaN,7803.359892267784,243254.44181532378,607.6325865612773
NaN,NaN,7823.346202287669,243254.44181532378,607.6325865612773
NaN,NaN,7843.332512307555,243254.44181532378,607.6325865612773
NaN,NaN,7863.318822327438,243254.44181532378,607.6325865612773
NaN,NaN,7883.305132347321,243254.44181532378,607.6325865612773
NaN,NaN,7903.291442367206,243254.44181532378,607.6325865612773
NaN,NaN,7923.277752387092,243254.44181532378,607.6325865612773
NaN,NaN,7943.264062406976,243254.44181532378,607.6325865612773
NaN,NaN,7963.250372426862,243254.44181532378,607.6325865612773
NaN,NaN,7983.236682446746,243254.44181532378,607.6325865612773
NaN,NaN,8003.222992466632,243254.44181532378,607.6325865612773
NaN,NaN,8023.209302486516,243254.44181532378,607.6325865612773
NaN,NaN,8043.195612506402,243254.44181532378,607.6325865612773
NaN,NaN,8063.181922526287,243254.44181532378,607.6325865612773
NaN,NaN,8083.168232546172,243254.44181532378,607.6325865612773
NaN,NaN,8103.154542566057,243254.44181532378,607.6325865612773
NaN,NaN,8123.140852585941,243254.44181532378,607.6325865612773
NaN,NaN,8143.127162605824,243254.44181532378,607.6325865612773
NaN,NaN,8163.11347262571,243254.44181532378,607.6325865612773
1.3049769654448564,0.2044126927209942,8183.099782645594,243254.44181532378,607.6325865612773
1.0866678690317548,0.18936145602864948,8203.086092665479,243254.44181532378,607.6325865612773
1.0483382305955846,0.18349665955202935,8223.072402685364,243254.44181532378,607.6325865612773
1.055748922240674,0.1765971325579158,8243.05871270525,243254.44181532378,607.6325865612773
1.019365946011524,0.16651344264183038,8263.045022725135,243254.44181532378,607.6325865612773
0.8997454851798913,0.15530108997874467,8283.031332745019,243254.44181532378,607.6325865612773
0.8355833637127572,0.15065683888043482,8303.017642764902,243254.44181532378,607.6325865612773
0.8297165915819533,0.15531019921219655,8323.003952784786,243254.44181532378,607.6325865612773
0.8117205431701296,0.1457028455992248,8342.990262804671,243254.44181532378,607.6325865612773
0.7688497434675419,0.1218009739732819,8362.976572824557,243254.44181532378,607.6325865612773
0.8597073038670182,0.08875916502893444,8382.962882844442,243254.44181532378,607.6325865612773
0.9110181024094326,0.07787135511605107,8402.949192864327,243254.44181532378,607.6325865612773
0.9005781285007363,0.07964133182481611,8422.935502884211,243254.44181532378,607.6325865612773
0.8090394420865308,0.08835785581149938,8442.921812904096,243254.44181532378,607.6325865612773
0.678062660910164,0.09063991310358054,8462.908122923982,243254.44181532378,607.6325865612773
0.6181523438228432,0.08815130451367102,8482.894432943867,243254.44181532378,607.6325865612773
0.6435965370708631,0.09879264795835992,8502.88074296375,243254.44181532378,607.6325865612773
0.6153405078297711,0.11916900900753039,8522.867052983636,243254.44181532378,607.6325865612773
0.5748829441366466,0.14166071686061252,8542.853363003522,243254.44181532378,607.6325865612773
0.5635544605756669,0.1590893779009767,8562.839673023407,243254.44181532378,607.6325865612773
NaN,NaN,7803.359892267784,243274.25946839317,607.6325865612773
NaN,NaN,7823.346202287669,243274.25946839317,607.6325865612773
NaN,NaN,7843.332512307555,243274.25946839317,607.6325865612773
NaN,NaN,7863.318822327438,243274.25946839317,607.6325865612773
NaN,NaN,7883.305132347321,243274.25946839317,607.6325865612773
NaN,NaN,7903.291442367206,243274.25946839317,607.6325865612773
NaN,NaN,7923.277752387092,243274.25946839317,607.6325865612773
NaN,NaN,7943.264062406976,243274.25946839317,607.6325865612773
NaN,NaN,7963.250372426862,243274.25946839317,607.6325865612773
NaN,NaN,7983.236682446746,243274.25946839317,607.6325865612773
NaN,NaN,8003.222992466632,243274.25946839317,607.6325865612773
NaN,NaN,8023.209302486516,243274.25946839317,607.6325865612773
NaN,NaN,8043.195612506402,243274.25946839317,607.6325865612773
NaN,NaN,8063.181922526287,243274.25946839317,607.6325865612773
NaN,NaN,8083.168232546172,243274.25946839317,607.6325865612773
NaN,NaN,8103.154542566057,243274.25946839317,607.6325865612773
NaN,NaN,8123.140852585941,243274.25946839317,607.6325865612773
NaN,NaN,8143.127162605824,243274.25946839317,607.6325865612773
NaN,NaN,8163.11347262571,243274.25946839317,607.6325865612773
1.2506630478066127,0.180974861471619,8183.099782645594,243274.25946839317,607.6325865612773
1.1015569023552927,0.16642570121731765,8203.086092665479,243274.25946839317,607.6325865612773
1.1474022228247844,0.1616825592981333,8223.072402685364,243274.25946839317,607.6325865612773
1.197330203271453,0.15244025121329488,8243.05871270525,243274.25946839317,607.6325865612773
1.2036810693323396,0.14037836703354895,8263.045022725135,243274.25946839317,607.6325865612773
1.1364245097560008,0.13550628489176741,8283.031332745019,243274.25946839317,607.6325865612773
0.9572162407098306,0.1404212837022554,8303.017642764902,243274.25946839317,607.6325865612773
0.8669939001497777,0.14345940529086973,8323.003952784786,243274.25946839317,607.6325865612773
0.8250331799185281,0.14312181663390763,8342.990262804671,243274.25946839317,607.6325865612773
0.7258329241227395,0.13241495259470235,8362.976572824557,243274.25946839317,607.6325865612773
0.8000136670092322,0.11311838502312199,8382.962882844442,243274.25946839317,607.6325865612773
0.9352847661649476,0.09001587736335376,8402.949192864327,243274.25946839317,607.6325865612773
1.097305534827753,0.0567940539275673,8422.935502884211,243274.25946839317,607.6325865612773
0.9767738444180417,0.06883517304418946,8442.921812904096,243274.25946839317,607.6325865612773
0.75702755182229,0.08142377921779115,8462.908122923982,243274.25946839317,607.6325865612773
0.673890511264368,0.08158132632625364,8482.894432943867,243274.25946839317,607.6325865612773
0.6072606985158072,0.08929726185897337,8502.88074296375,243274.25946839317,607.6325865612773
0.5615326019810765,0.11115026452971999,8522.867052983636,243274.25946839317,607.6325865612773
0.5308611223385671,0.12103477257736503,8542.853363003522,243274.25946839317,607.6325865612773
0.49784374720174707,0.13061118763134227,8562.839673023407,243274.25946839317,607.6325865612773
NaN,NaN,7803.359892267784,243294.0771214626,607.6325865612773
NaN,NaN,7823.346202287669,243294.0771214626,607.6325865612773
